Bulbasaur,45,49,49,65,65,45,0,0,0,1,0,0
Ivysaur,60,62,63,80,80,60,0,0,0,1,1,0
Venusaur,80,82,83,100,100,80,0,0,0,2,1,0
Charmander,39,52,43,60,50,65,0,0,0,0,0,1
Charmeleon,58,64,58,80,65,80,0,0,0,1,0,1
Charizard,78,84,78,109,85,100,0,0,0,3,0,0
Squirtle,44,48,65,50,64,43,0,0,1,0,0,0
Wartortle,59,63,80,65,80,58,0,0,1,0,1,0
Blastoise,79,83,100,85,105,78,0,0,0,0,3,0
Caterpie,45,30,35,20,20,45,1,0,0,0,0,0
Metapod,50,20,55,25,25,30,0,0,2,0,0,0
Butterfree,60,45,50,80,80,70,0,0,0,2,1,0
Weedle,40,35,30,20,20,50,0,0,0,0,0,1
Kakuna,45,25,50,25,25,35,0,0,2,0,0,0
Beedrill,65,80,40,45,80,75,0,2,0,0,1,0
Pidgey,40,45,40,35,35,56,0,0,0,0,0,1
Pidgeotto,63,60,55,50,50,71,0,0,0,0,0,2
Pidgeot,83,80,75,70,70,91,0,0,0,0,0,3
Rattata,30,56,35,25,35,72,0,0,0,0,0,1
Raticate,55,81,60,50,70,97,0,0,0,0,0,2
Spearow,40,60,30,31,31,70,0,0,0,0,0,1
Fearow,65,90,65,61,61,100,0,0,0,0,0,2
Ekans,35,60,44,40,54,55,0,1,0,0,0,0
Arbok,60,85,69,65,79,80,0,2,0,0,0,0
Pikachu,35,55,30,50,40,90,0,0,0,0,0,2
Raichu,60,90,55,90,80,100,0,0,0,0,0,3
Sandshrew,50,75,85,20,30,40,0,0,1,0,0,0
Sandslash,75,100,110,45,55,65,0,0,2,0,0,0
Nidoran (Female),55,47,52,40,40,41,1,0,0,0,0,0
Nidorina,70,62,67,55,55,56,2,0,0,0,0,0
Nidoqueen,90,82,87,75,85,76,3,0,0,0,0,0
Nidoran (Male),46,57,40,40,40,50,0,1,0,0,0,0
Nidorino,61,72,57,55,55,65,0,2,0,0,0,0
Nidoking,81,92,77,85,75,85,0,3,0,0,0,0
Clefairy,70,45,48,60,65,35,2,0,0,0,0,0
Clefable,95,70,73,85,90,60,3,0,0,0,0,0
Vulpix,38,41,40,50,65,65,0,0,0,0,0,1
Ninetales,73,76,75,81,100,100,0,0,0,0,1,1
Jigglypuff,115,45,20,45,25,20,2,0,0,0,0,0
Wigglytuff,140,70,45,75,50,45,3,0,0,0,0,0
Zubat,40,45,35,30,40,55,0,0,0,0,0,1
Golbat,75,80,70,65,75,90,0,0,0,0,0,2
Oddish,45,50,55,75,65,30,0,0,0,1,0,0
Gloom,60,65,70,85,75,40,0,0,0,2,0,0
Vileplume,75,80,85,100,90,50,0,0,0,3,0,0
Paras,35,70,55,45,55,25,0,1,0,0,0,0
Parasect,60,95,80,60,80,30,0,2,1,0,0,0
Venonat,60,55,50,40,55,45,0,0,0,0,1,0
Venomoth,70,65,60,90,75,90,0,0,0,1,0,1
Diglett,10,55,25,35,45,95,0,0,0,0,0,1
Dugtrio,35,80,50,50,70,120,0,0,0,0,0,2
Meowth,40,45,35,40,40,90,0,0,0,0,0,1
Persian,65,70,60,65,65,115,0,0,0,0,0,2
Psyduck,50,52,48,65,50,55,0,0,0,1,0,0
Golduck,80,82,78,95,80,85,0,0,0,2,0,0
Mankey,40,80,35,35,45,70,0,1,0,0,0,0
Primeape,65,105,60,60,70,95,0,2,0,0,0,0
Growlithe,55,70,45,70,50,60,0,1,0,0,0,0
Arcanine,90,110,80,100,80,95,0,2,0,0,0,0
Poliwag,40,50,40,40,40,90,0,0,0,0,0,1
Poliwhirl,65,65,65,50,50,90,0,0,0,0,0,2
Poliwrath,90,85,95,70,90,70,0,0,3,0,0,0
Abra,25,20,15,105,55,90,0,0,0,1,0,0
Kadabra,40,35,30,120,70,105,0,0,0,2,0,0
Alakazam,55,50,45,135,85,120,0,0,0,3,0,0
Machop,70,80,50,35,35,35,0,1,0,0,0,0
Machoke,80,100,70,50,60,45,0,2,0,0,0,0
Machamp,90,130,80,65,85,55,0,3,0,0,0,0
Bellsprout,50,75,35,70,30,40,0,1,0,0,0,0
Weepinbell,65,90,50,85,45,55,0,2,0,0,0,0
Victreebel,80,105,65,100,60,70,0,3,0,0,0,0
Tentacool,40,40,35,50,100,70,0,0,0,0,1,0
Tentacruel,80,70,65,80,120,100,0,0,0,0,2,0
Geodude,40,80,100,30,30,20,0,0,1,0,0,0
Graveler,55,95,115,45,45,35,0,0,2,0,0,0
Golem,80,110,130,55,65,45,0,0,3,0,0,0
Ponyta,50,85,55,65,65,90,0,0,0,0,0,1
Rapidash,65,100,70,80,80,105,0,0,0,0,0,2
Slowpoke,90,65,65,40,40,15,1,0,0,0,0,0
Slowbro,95,75,110,100,80,30,0,0,2,0,0,0
Magnemite,25,35,70,95,55,45,0,0,0,1,0,0
Magneton,50,60,95,120,70,70,0,0,0,2,0,0
Farfetch'd,52,65,55,58,62,60,0,1,0,0,0,0
Doduo,35,85,45,35,35,75,0,1,0,0,0,0
Dodrio,60,110,70,60,60,100,0,2,0,0,0,0
Seel,65,45,55,45,70,45,0,0,0,0,1,0
Dewgong,90,70,80,70,95,70,0,0,0,0,2,0
Grimer,80,80,50,40,50,25,1,0,0,0,0,0
Muk,105,105,75,65,100,50,1,1,0,0,0,0
Shellder,30,65,100,45,25,40,0,0,1,0,0,0
Cloyster,50,95,180,85,45,70,0,0,2,0,0,0
Gastly,30,35,30,100,35,80,0,0,0,1,0,0
Haunter,45,50,45,115,55,95,0,0,0,2,0,0
Gengar,60,65,60,130,75,110,0,0,0,3,0,0
Onix,35,45,160,30,45,70,0,0,1,0,0,0
Drowzee,60,48,45,43,90,42,0,0,0,0,1,0
Hypno,85,73,70,73,115,67,0,0,0,0,2,0
Krabby,30,105,90,25,25,50,0,1,0,0,0,0
Kingler,55,130,115,50,50,75,0,2,0,0,0,0
Voltorb,40,30,50,55,55,100,0,0,0,0,0,1
Electrode,60,50,70,80,80,140,0,0,0,0,0,2
Exeggcute,60,40,80,60,45,40,0,0,1,0,0,0
Exeggutor,95,95,85,125,65,55,0,0,0,2,0,0
Cubone,50,50,95,40,50,35,0,0,1,0,0,0
Marowak,60,80,110,50,80,45,0,0,2,0,0,0
Hitmonlee,50,120,53,35,110,87,0,2,0,0,0,0
Hitmonchan,50,105,79,35,110,76,0,0,0,0,2,0
Lickitung,90,55,75,60,75,30,2,0,0,0,0,0
Koffing,40,65,95,60,45,35,0,0,1,0,0,0
Weezing,65,90,120,85,70,60,0,0,2,0,0,0
Rhyhorn,80,85,95,30,30,25,0,0,1,0,0,0
Rhydon,105,130,120,45,45,40,0,2,0,0,0,0
Chansey,250,5,5,35,105,50,2,0,0,0,0,0
Tangela,65,55,115,100,40,60,0,0,1,0,0,0
Kangaskhan,105,95,80,40,80,90,2,0,0,0,0,0
Horsea,30,40,70,70,25,60,0,0,0,1,0,0
Seadra,55,65,95,95,45,85,0,0,1,1,0,0
Goldeen,45,67,60,35,50,63,0,1,0,0,0,0
Seaking,80,92,65,65,80,68,0,2,0,0,0,0
Staryu,30,45,55,70,55,85,0,0,0,0,0,1
Starmie,60,75,85,100,85,115,0,0,0,0,0,2
Mr. Mime,40,45,65,100,120,90,0,0,0,0,2,0
Scyther,70,110,80,55,80,105,0,1,0,0,0,0
Jynx,65,50,35,115,95,95,0,0,0,2,0,0
Electabuzz,65,83,57,95,85,105,0,0,0,0,0,2
Magmar,65,95,57,100,85,93,0,0,0,2,0,0
Pinsir,65,125,100,55,70,85,0,2,0,0,0,0
Tauros,75,100,95,40,70,110,0,1,0,0,0,1
Magikarp,20,10,55,15,20,80,0,0,0,0,0,1
Gyarados,95,125,79,60,100,81,0,2,0,0,0,0
Lapras,130,85,80,85,95,60,2,0,0,0,0,0
Ditto,48,48,48,48,48,48,1,0,0,0,0,0
Eevee,55,55,50,45,65,55,0,0,0,0,1,0
Vaporeon,130,65,60,110,95,65,2,0,0,0,0,0
Jolteon,65,65,60,110,95,130,0,0,0,0,0,2
Flareon,65,130,60,95,110,65,0,2,0,0,0,0
Porygon,65,60,70,85,75,40,0,0,0,1,0,0
Omanyte,35,40,100,90,55,35,0,0,1,0,0,0
Omastar,70,60,125,115,70,55,0,0,2,0,0,0
Kabuto,30,80,90,55,45,55,0,0,1,0,0,0
Kabutops,60,115,105,65,70,80,0,2,0,0,0,0
Aerodactyl,80,105,65,60,75,130,0,0,0,0,0,2
Snorlax,160,110,65,65,110,30,2,0,0,0,0,0
Articuno,90,85,100,95,125,85,0,0,0,0,3,0
Zapdos,90,90,85,125,90,100,0,0,0,3,0,0
Moltres,90,100,90,125,85,90,0,0,0,3,0,0
Dratini,41,64,45,50,50,50,0,1,0,0,0,0
Dragonair,61,84,65,70,70,70,0,2,0,0,0,0
Dragonite,91,134,95,100,100,80,0,3,0,0,0,0
Mewtwo,106,110,90,154,90,130,0,0,0,3,0,0
Mew,100,100,100,100,100,100,3,0,0,0,0,0
Chikorita,45,49,65,49,65,45,0,0,0,0,1,0
Bayleef,60,62,80,63,80,60,0,0,1,0,1,0
Meganium,80,82,100,83,100,80,0,0,1,0,2,0
Cyndaquil,39,52,43,60,50,65,0,0,0,0,0,1
Quilava,58,64,58,80,65,80,0,0,0,1,0,1
Typhlosion,78,84,78,109,85,100,0,0,0,3,0,0
Totodile,50,65,64,44,48,43,0,1,0,0,0,0
Croconaw,65,80,80,59,63,58,0,1,1,0,0,0
Feraligatr,85,105,100,79,83,78,0,2,1,0,0,0
Sentret,35,46,34,35,45,20,0,1,0,0,0,0
Furret,85,76,64,45,55,90,0,0,0,0,0,2
Hoothoot,60,30,30,36,56,50,1,0,0,0,0,0
Noctowl,100,50,50,76,96,70,2,0,0,0,0,0
Ledyba,40,20,30,40,80,55,0,0,0,0,1,0
Ledian,55,35,50,55,110,85,0,0,0,0,2,0
Spinarak,40,60,40,40,40,30,0,1,0,0,0,0
Ariados,70,90,70,60,60,40,0,2,0,0,0,0
Crobat,85,90,80,70,80,130,0,0,0,0,0,3
Chinchou,75,38,38,56,56,67,1,0,0,0,0,0
Lanturn,125,58,58,76,76,67,2,0,0,0,0,0
Pichu,20,40,15,35,35,60,0,0,0,0,0,1
Cleffa,50,25,28,45,55,15,0,0,0,0,1,0
Igglybuff,90,30,15,40,20,15,1,0,0,0,0,0
Togepi,35,20,65,40,65,20,0,0,0,0,1,0
Togetic,55,40,85,80,105,40,0,0,0,0,2,0
Natu,40,50,45,70,45,70,0,0,0,1,0,0
Xatu,65,75,70,95,70,95,0,0,0,1,0,1
Mareep,55,40,40,65,45,35,0,0,0,1,0,0
Flaaffy,70,55,55,80,60,45,0,0,0,2,0,0
Ampharos,90,75,75,115,90,55,0,0,0,3,0,0
Bellossom,75,80,85,90,100,50,0,0,0,0,3,0
Marill,70,20,50,20,50,40,2,0,0,0,0,0
Azumarill,100,50,80,50,80,50,3,0,0,0,0,0
Sudowoodo,70,100,115,30,65,30,0,0,2,0,0,0
Politoed,90,75,75,90,100,70,0,0,0,0,3,0
Hoppip,35,35,40,35,55,50,0,0,0,0,1,0
Skiploom,55,45,50,45,65,80,0,0,0,0,0,2
Jumpluff,75,55,70,55,85,110,0,0,0,0,0,3
Aipom,55,70,55,40,55,85,0,0,0,0,0,1
Sunkern,30,30,30,30,30,30,0,0,0,1,0,0
Sunflora,75,75,55,105,85,30,0,0,0,2,0,0
Yanma,65,65,45,75,45,95,0,0,0,0,0,1
Wooper,55,45,45,25,25,15,1,0,0,0,0,0
Quagsire,95,85,85,65,65,35,2,0,0,0,0,0
Espeon,65,65,60,130,95,110,0,0,0,2,0,0
Umbreon,95,65,110,60,130,65,0,0,0,0,2,0
Murkrow,60,85,42,85,42,91,0,0,0,0,0,1
Slowking,95,75,80,100,110,30,0,0,0,0,3,0
Misdreavus,60,60,60,85,85,85,0,0,0,0,1,0
Unown,48,72,48,72,48,48,0,1,0,1,0,0
Wobbuffet,190,33,58,33,58,33,2,0,0,0,0,0
Girafarig,70,80,65,90,65,85,0,0,0,2,0,0
Pineco,50,65,90,35,35,15,0,0,1,0,0,0
Forretress,75,90,140,60,60,40,0,0,2,0,0,0
Dunsparce,100,70,70,65,65,45,1,0,0,0,0,0
Gligar,65,75,105,35,65,85,0,0,1,0,0,0
Steelix,75,85,200,55,65,30,0,0,2,0,0,0
Snubbull,60,80,50,40,40,30,0,1,0,0,0,0
Granbull,90,120,75,60,60,45,0,2,0,0,0,0
Qwilfish,65,95,75,55,55,85,0,1,0,0,0,0
Scizor,70,130,100,55,80,65,0,2,0,0,0,0
Shuckle,20,10,230,10,230,5,0,0,1,0,1,0
Heracross,80,125,75,40,95,85,0,2,0,0,0,0
Sneasel,55,95,55,35,75,115,0,0,0,0,0,1
Teddiursa,60,80,50,50,50,40,0,1,0,0,0,0
Ursaring,90,130,75,75,75,55,0,2,0,0,0,0
Slugma,40,40,40,70,40,20,0,0,0,1,0,0
Magcargo,50,50,120,80,80,30,0,0,2,0,0,0
Swinub,50,50,40,30,30,50,0,1,0,0,0,0
Piloswine,100,100,80,60,60,50,1,1,0,0,0,0
Corsola,55,55,85,65,85,35,0,0,1,0,1,0
Remoraid,35,65,35,65,35,65,0,0,0,1,0,0
Octillery,75,105,75,105,75,45,0,1,0,1,0,0
Delibird,45,55,45,65,45,75,0,0,0,0,0,1
Mantine,65,40,70,80,140,70,0,0,0,0,2,0
Skarmory,65,80,140,40,70,70,0,0,2,0,0,0
Houndour,45,60,30,80,50,65,0,0,0,1,0,0
Houndoom,75,90,50,110,80,95,0,0,0,2,0,0
Kingdra,75,95,95,95,95,85,0,1,0,1,1,0
Phanpy,90,60,60,40,40,40,1,0,0,0,0,0
Donphan,90,120,120,60,60,50,0,1,1,0,0,0
Porygon2,85,80,90,105,95,60,0,0,0,2,0,0
Stantler,73,95,62,85,65,85,0,1,0,0,0,0
Smeargle,55,20,35,20,45,75,0,0,0,0,0,1
Tyrogue,35,35,35,35,35,35,0,1,0,0,0,0
Hitmontop,50,95,95,35,110,70,0,0,0,0,2,0
Smoochum,45,30,15,85,65,65,0,0,0,1,0,0
Elekid,45,63,37,65,55,95,0,0,0,0,0,1
Magby,45,75,37,70,55,83,0,0,0,0,0,1
Miltank,95,80,105,40,70,100,0,0,2,0,0,0
Blissey,255,10,10,75,135,55,3,0,0,0,0,0
Raikou,90,85,75,115,100,115,0,0,0,1,0,2
Entei,115,115,85,90,75,100,1,2,0,0,0,0
Suicune,100,75,115,90,115,85,0,0,1,0,2,0
Larvitar,50,64,50,45,50,41,0,1,0,0,0,0
Pupitar,70,84,70,65,70,51,0,2,0,0,0,0
Tyranitar,100,134,110,95,100,61,0,3,0,0,0,0
Lugia,106,90,130,90,154,110,0,0,0,0,3,0
Ho-Oh,106,130,90,110,154,90,0,0,0,0,3,0
Celebi,100,100,100,100,100,100,3,0,0,0,0,0
Treecko,40,45,35,65,55,70,0,0,0,0,0,1
Grovyle,50,65,45,85,65,95,0,0,0,0,0,2
Sceptile,70,85,65,105,85,120,0,0,0,0,0,3
Torchic,45,60,40,70,50,45,0,0,0,1,0,0
Combusken,60,85,60,85,60,55,0,1,0,1,0,0
Blaziken,80,120,70,110,70,80,0,3,0,0,0,0
Mudkip,50,70,50,50,50,40,0,1,0,0,0,0
Marshtomp,70,85,70,60,70,50,0,2,0,0,0,0
Swampert,100,110,90,85,90,60,0,3,0,0,0,0
Poochyena,35,55,35,30,30,35,0,1,0,0,0,0
Mightyena,70,90,70,60,60,70,0,2,0,0,0,0
Zigzagoon,38,30,41,30,41,60,0,0,0,0,0,1
Linoone,78,70,61,50,61,100,0,0,0,0,0,2
Wurmple,45,45,35,20,30,20,1,0,0,0,0,0
Silcoon,50,35,55,25,25,15,0,0,2,0,0,0
Beautifly,60,70,50,90,50,65,0,0,0,3,0,0
Cascoon,50,35,55,25,25,15,0,0,2,0,0,0
Dustox,60,50,70,50,90,65,0,0,0,0,3,0
Lotad,40,30,30,40,50,30,0,0,0,0,1,0
Lombre,60,50,50,60,70,50,0,0,0,0,2,0
Ludicolo,80,70,70,90,100,70,0,0,0,0,3,0
Seedot,40,40,50,30,30,30,0,0,1,0,0,0
Nuzleaf,70,70,40,60,40,60,0,2,0,0,0,0
Shiftry,90,100,60,90,60,80,0,3,0,0,0,0
Taillow,40,55,30,30,30,85,0,0,0,0,0,1
Swellow,60,85,60,50,50,125,0,0,0,0,0,2
Wingull,40,30,30,55,30,85,0,0,0,0,0,1
Pelipper,60,50,100,85,70,65,0,0,2,0,0,0
Ralts,28,25,25,45,35,40,0,0,0,1,0,0
Kirlia,38,35,35,65,55,50,0,0,0,2,0,0
Gardevoir,68,65,65,125,115,80,0,0,0,3,0,0
Surskit,40,30,32,50,52,65,0,0,0,0,0,1
Masquerain,70,60,62,80,82,60,0,0,0,1,1,0
Shroomish,60,40,60,40,60,35,1,0,0,0,0,0
Breloom,60,130,80,60,60,70,0,2,0,0,0,0
Slakoth,60,60,60,35,35,30,1,0,0,0,0,0
Vigoroth,80,80,80,55,55,90,0,0,0,0,0,2
Slaking,150,160,100,95,65,100,3,0,0,0,0,0
Nincada,31,45,90,30,30,40,0,0,1,0,0,0
Ninjask,61,90,45,50,50,160,0,0,0,0,0,2
Shedinja,1,90,45,30,30,40,2,0,0,0,0,0
Whismur,64,51,23,51,23,28,1,0,0,0,0,0
Loudred,84,71,43,71,43,48,2,0,0,0,0,0
Exploud,104,91,63,91,63,68,3,0,0,0,0,0
Makuhita,72,60,30,20,30,25,1,0,0,0,0,0
Hariyama,144,120,60,40,60,50,2,0,0,0,0,0
Azurill,50,20,40,20,40,20,1,0,0,0,0,0
Nosepass,30,45,135,45,90,30,0,0,1,0,0,0
Skitty,50,45,45,35,35,50,0,0,0,0,0,1
Delcatty,70,65,65,55,55,70,1,0,0,0,0,1
Sableye,50,75,75,65,65,50,0,1,1,0,0,0
Mawile,50,85,85,55,55,50,0,1,1,0,0,0
Aron,50,70,100,40,40,30,0,0,1,0,0,0
Lairon,60,90,140,50,50,40,0,0,2,0,0,0
Aggron,70,110,180,60,60,50,0,0,3,0,0,0
Meditite,30,40,55,40,55,60,0,0,0,0,0,1
Medicham,60,60,75,60,75,80,0,0,0,0,0,2
Electrike,40,45,40,65,40,65,0,0,0,0,0,1
Manectric,70,75,60,105,60,105,0,0,0,0,0,2
Plusle,60,50,40,85,75,95,0,0,0,0,0,1
Minun,60,40,50,75,85,95,0,0,0,0,0,1
Volbeat,65,73,55,47,75,85,0,0,0,0,0,1
Illumise,65,47,55,73,75,85,0,0,0,0,0,1
Roselia,50,60,45,100,80,65,0,0,0,2,0,0
Gulpin,70,43,53,43,53,40,1,0,0,0,0,0
Swalot,100,73,83,73,83,55,2,0,0,0,0,0
Carvanha,45,90,20,65,20,65,0,1,0,0,0,0
Sharpedo,70,120,40,95,40,95,0,2,0,0,0,0
Wailmer,130,70,35,70,35,60,1,0,0,0,0,0
Wailord,170,90,45,90,45,60,2,0,0,0,0,0
Numel,60,60,40,65,45,35,0,0,0,1,0,0
Camerupt,70,100,70,105,75,40,0,1,0,1,0,0
Torkoal,70,85,140,85,70,20,0,0,2,0,0,0
Spoink,60,25,35,70,80,60,0,0,0,0,1,0
Grumpig,80,45,65,90,110,80,0,0,0,0,2,0
Spinda,60,60,60,60,60,60,0,0,0,1,0,0
Trapinch,45,100,45,45,45,10,0,1,0,0,0,0
Vibrava,50,70,50,50,50,70,0,1,0,0,0,1
Flygon,80,100,80,80,80,100,0,1,0,0,0,2
Cacnea,50,85,40,85,40,35,0,0,0,1,0,0
Cacturne,70,115,60,115,60,55,0,1,0,1,0,0
Swablu,45,40,60,40,75,50,0,0,0,0,1,0
Altaria,75,70,90,70,105,80,0,0,0,0,2,0
Zangoose,73,115,60,60,60,90,0,2,0,0,0,0
Seviper,73,100,60,100,60,65,0,1,0,1,0,0
Lunatone,70,55,65,95,85,70,0,0,0,2,0,0
Solrock,70,95,85,55,65,70,0,2,0,0,0,0
Barboach,50,48,43,46,41,60,1,0,0,0,0,0
Whiscash,110,78,73,76,71,60,2,0,0,0,0,0
Corphish,43,80,65,50,35,35,0,1,0,0,0,0
Crawdaunt,63,120,85,90,55,55,0,2,0,0,0,0
Baltoy,40,40,55,40,70,55,0,0,0,0,1,0
Claydol,60,70,105,70,120,75,0,0,0,0,2,0
Lileep,66,41,77,61,87,23,0,0,0,0,1,0
Cradily,86,81,97,81,107,43,0,0,0,0,2,0
Anorith,45,95,50,40,50,75,0,1,0,0,0,0
Armaldo,75,125,100,70,80,45,0,2,0,0,0,0
Feebas,20,15,20,10,55,80,0,0,0,0,0,1
Milotic,95,60,79,100,125,81,0,0,0,0,2,0
Castform,70,70,70,70,70,70,1,0,0,0,0,0
Kecleon,60,90,70,60,120,40,0,0,0,0,1,0
Shuppet,44,75,35,63,33,45,0,1,0,0,0,0
Banette,64,115,65,83,63,65,0,2,0,0,0,0
Duskull,20,40,90,30,90,25,0,0,0,0,1,0
Dusclops,40,70,130,60,130,25,0,0,1,0,1,0
Tropius,99,68,83,72,87,51,2,0,0,0,0,0
Chimecho,65,50,70,95,80,65,0,0,0,1,1,0
Absol,65,130,60,75,60,75,0,2,0,0,0,0
Wynaut,95,23,48,23,48,23,1,0,0,0,0,0
Snorunt,50,50,50,50,50,50,1,0,0,0,0,0
Glalie,80,80,80,80,80,80,2,0,0,0,0,0
Spheal,70,40,50,55,50,25,1,0,0,0,0,0
Sealeo,90,60,70,75,70,45,2,0,0,0,0,0
Walrein,110,80,90,95,90,65,3,0,0,0,0,0
Clamperl,35,64,85,74,55,32,0,0,1,0,0,0
Huntail,55,104,105,94,75,52,0,1,1,0,0,0
Gorebyss,55,84,105,114,75,52,0,0,0,2,0,0
Relicanth,100,90,130,45,65,55,1,0,1,0,0,0
Luvdisc,43,30,55,40,65,97,0,0,0,0,0,1
Bagon,45,75,60,40,30,50,0,1,0,0,0,0
Shelgon,65,95,100,60,50,50,0,0,2,0,0,0
Salamence,95,135,80,110,80,100,0,3,0,0,0,0
Beldum,40,55,80,35,60,30,0,0,1,0,0,0
Metang,60,75,100,55,80,50,0,0,2,0,0,0
Metagross,80,135,130,95,90,70,0,0,3,0,0,0
Regirock,80,100,200,50,100,50,0,0,3,0,0,0
Regice,80,50,100,100,200,50,0,0,0,0,3,0
Registeel,80,75,150,75,150,50,0,0,2,0,1,0
Latias,80,80,90,110,130,110,0,0,0,0,3,0
Latios,80,90,80,130,110,110,0,0,0,3,0,0
Kyogre,100,100,90,150,140,90,0,0,0,3,0,0
Groudon,100,150,140,100,90,90,0,3,0,0,0,0
Rayquaza,105,150,90,150,90,95,0,2,0,1,0,0
Jirachi,100,100,100,100,100,100,3,0,0,0,0,0
Deoxys (Normal),50,150,50,150,50,150,0,1,0,1,0,1
Deoxys (Attack),50,180,20,180,20,150,0,2,0,1,0,0
Deoxys (Defense),50,70,160,70,160,90,0,0,2,0,1,0
Deoxys (Speed),50,95,90,95,90,180,0,0,0,0,0,3
Turtwig,55,68,64,45,55,31,0,1,0,0,0,0
Grotle,75,89,85,55,65,36,0,1,1,0,0,0
Torterra,95,109,105,75,85,56,0,2,1,0,0,0
Chimchar,44,58,44,58,44,61,0,0,0,0,0,1
Monferno,64,78,52,78,52,81,0,0,0,1,0,1
Infernape,76,104,71,104,71,108,0,1,0,1,0,1
Piplup,53,51,53,61,56,40,0,0,0,1,0,0
Prinplup,64,66,68,81,76,50,0,0,0,2,0,0
Empoleon,84,86,88,111,101,60,0,0,0,3,0,0
Starly,40,55,30,30,30,60,0,0,0,0,0,1
Staravia,55,75,50,40,40,80,0,0,0,0,0,2
Staraptor,85,120,70,50,50,100,0,3,0,0,0,0
Bidoof,59,45,40,35,40,31,1,0,0,0,0,0
Bibarel,79,85,60,55,60,71,0,2,0,0,0,0
Kricketot,37,25,41,25,41,25,0,0,1,0,0,0
Kricketune,77,85,51,55,51,65,0,2,0,0,0,0
Shinx,45,65,34,40,34,45,0,1,0,0,0,0
Luxio,60,85,49,60,49,60,0,2,0,0,0,0
Luxray,80,120,79,95,79,70,0,3,0,0,0,0
Budew,40,30,35,50,70,55,0,0,0,1,0,0
Roserade,60,70,55,125,105,90,0,0,0,3,0,0
Cranidos,67,125,40,30,30,58,0,1,0,0,0,0
Rampardos,97,165,60,65,50,58,0,2,0,0,0,0
Shieldon,30,42,118,42,88,30,0,0,1,0,0,0
Bastiodon,60,52,168,47,138,30,0,0,2,0,0,0
Burmy,40,29,45,29,45,36,0,0,0,0,1,0
Wormadam (Plant),60,59,85,79,105,36,0,0,0,0,2,0
Wormadam (Sandy),60,79,105,59,85,36,0,0,2,0,0,0
Wormadam (Trash),60,69,95,69,95,36,0,0,1,0,1,0
Mothim,70,94,50,94,50,66,0,1,0,1,0,0
Combee,30,30,42,30,42,70,0,0,0,0,0,1
Vespiquen,70,80,102,80,102,40,0,0,1,0,1,0
Pachirisu,60,45,70,45,90,95,0,0,0,0,0,1
Buizel,55,65,35,60,30,85,0,0,0,0,0,1
Floatzel,85,105,55,85,50,115,0,0,0,0,0,2
Cherubi,45,35,45,62,53,35,0,0,0,1,0,0
Cherrim,70,60,70,87,78,85,0,0,0,2,0,0
Shellos,76,48,48,57,62,34,1,0,0,0,0,0
Gastrodon,111,83,68,92,82,39,2,0,0,0,0,0
Ambipom,75,100,66,60,66,115,0,0,0,0,0,2
Drifloon,90,50,34,60,44,70,1,0,0,0,0,0
Drifblim,150,80,44,90,54,80,2,0,0,0,0,0
Buneary,55,66,44,44,56,85,0,0,0,0,0,1
Lopunny,65,76,84,54,96,105,0,0,0,0,0,2
Mismagius,60,60,60,105,105,105,0,0,0,1,1,0
